,date,store_nbr,family,sales,onpromotion
92,2013-01-03,1,PET SUPPLIES,0.0,0
93,2013-01-03,1,PLAYERS AND ELECTRONICS,0.0,0
94,2013-01-03,1,POULTRY,187.278,0
95,2013-01-03,1,PREPARED FOODS,63.0,0
96,2013-01-03,1,PRODUCE,0.0,0
97,2013-01-03,1,SCHOOL AND OFFICE SUPPLIES,0.0,0
98,2013-01-03,1,SEAFOOD,17.366001,0
99,2013-01-04,1,AUTOMOTIVE,3.0,0
100,2013-01-04,1,BABY CARE,0.0,0
101,2013-01-04,1,BEAUTY,3.0,0
102,2013-01-04,1,BEVERAGES,953.0,0
103,2013-01-04,1,BOOKS,0.0,0
104,2013-01-04,1,BREAD/BAKERY,198.366,0
105,2013-01-04,1,CELEBRATION,0.0,0
106,2013-01-04,1,CLEANING,827.0,0
107,2013-01-04,1,DAIRY,460.0,0
108,2013-01-04,1,DELI,131.411,0
109,2013-01-04,1,EGGS,171.0,0
110,2013-01-04,1,FROZEN FOODS,65.0,0
111,2013-01-04,1,GROCERY I,2056.0,0
112,2013-01-04,1,GROCERY II,15.0,0
113,2013-01-04,1,HARDWARE,7.0,0
114,2013-01-04,1,HOME AND KITCHEN I,0.0,0
115,2013-01-04,1,HOME AND KITCHEN II,0.0,0
116,2013-01-04,1,HOME APPLIANCES,0.0,0
117,2013-01-04,1,HOME CARE,0.0,0
118,2013-01-04,1,LADIESWEAR,0.0,0
119,2013-01-04,1,LAWN AND GARDEN,7.0,0
120,2013-01-04,1,LINGERIE,24.0,0
121,2013-01-04,1,"LIQUOR,WINE,BEER",102.0,0
122,2013-01-04,1,MAGAZINES,0.0,0
123,2013-01-04,1,MEATS,454.172,0
124,2013-01-04,1,PERSONAL CARE,88.0,0
125,2013-01-04,1,PET SUPPLIES,0.0,0
126,2013-01-04,1,PLAYERS AND ELECTRONICS,0.0,0
127,2013-01-04,1,POULTRY,258.023,0
128,2013-01-04,1,PREPARED FOODS,67.0,0
129,2013-01-04,1,PRODUCE,0.0,0
130,2013-01-04,1,SCHOOL AND OFFICE SUPPLIES,0.0,0
131,2013-01-04,1,SEAFOOD,29.907001,0
132,2013-01-05,1,AUTOMOTIVE,5.0,0
133,2013-01-05,1,BABY CARE,0.0,0
134,2013-01-05,1,BEAUTY,3.0,0
135,2013-01-05,1,BEVERAGES,1160.0,0
136,2013-01-05,1,BOOKS,0.0,0
137,2013-01-05,1,BREAD/BAKERY,301.057,0
138,2013-01-05,1,CELEBRATION,0.0,0
139,2013-01-05,1,CLEANING,811.0,0
140,2013-01-05,1,DAIRY,464.0,0
141,2013-01-05,1,DELI,118.613,0
142,2013-01-05,1,EGGS,177.0,0
143,2013-01-05,1,FROZEN FOODS,70.0,0
144,2013-01-05,1,GROCERY I,2216.0,0
145,2013-01-05,1,GROCERY II,30.0,0
146,2013-01-05,1,HARDWARE,1.0,0
147,2013-01-05,1,HOME AND KITCHEN I,0.0,0
148,2013-01-05,1,HOME AND KITCHEN II,0.0,0
149,2013-01-05,1,HOME APPLIANCES,0.0,0
150,2013-01-05,1,HOME CARE,0.0,0
151,2013-01-05,1,LADIESWEAR,0.0,0
152,2013-01-05,1,LAWN AND GARDEN,10.0,0
153,2013-01-05,1,LINGERIE,20.0,0
154,2013-01-05,1,"LIQUOR,WINE,BEER",159.0,0
155,2013-01-05,1,MAGAZINES,0.0,0
156,2013-01-05,1,MEATS,328.94,0
157,2013-01-05,1,PERSONAL CARE,141.0,0
158,2013-01-05,1,PET SUPPLIES,0.0,0
159,2013-01-05,1,PLAYERS AND ELECTRONICS,0.0,0
160,2013-01-05,1,POULTRY,212.33301,0
161,2013-01-05,1,PREPARED FOODS,66.0,0
162,2013-01-05,1,PRODUCE,0.0,0
163,2013-01-05,1,SCHOOL AND OFFICE SUPPLIES,0.0,0
164,2013-01-05,1,SEAFOOD,24.842,0
165,2013-01-06,1,AUTOMOTIVE,2.0,0
166,2013-01-06,1,BABY CARE,0.0,0
167,2013-01-06,1,BEAUTY,0.0,0
168,2013-01-06,1,BEVERAGES,407.0,0
169,2013-01-06,1,BOOKS,0.0,0
170,2013-01-06,1,BREAD/BAKERY,147.182,0
171,2013-01-06,1,CELEBRATION,0.0,0
172,2013-01-06,1,CLEANING,257.0,0
173,2013-01-06,1,DAIRY,212.0,0
174,2013-01-06,1,DELI,60.135,0
175,2013-01-06,1,EGGS,85.0,0
176,2013-01-06,1,FROZEN FOODS,32.73,0
177,2013-01-06,1,GROCERY I,723.0,0
178,2013-01-06,1,GROCERY II,5.0,0
179,2013-01-06,1,HARDWARE,2.0,0
180,2013-01-06,1,HOME AND KITCHEN I,0.0,0
181,2013-01-06,1,HOME AND KITCHEN II,0.0,0
182,2013-01-06,1,HOME APPLIANCES,0.0,0
183,2013-01-06,1,HOME CARE,0.0,0
184,2013-01-06,1,LADIESWEAR,0.0,0
185,2013-01-06,1,LAWN AND GARDEN,0.0,0
186,2013-01-06,1,LINGERIE,0.0,0
187,2013-01-06,1,"LIQUOR,WINE,BEER",0.0,0
188,2013-01-06,1,MAGAZINES,0.0,0
189,2013-01-06,1,MEATS,113.282,0
190,2013-01-06,1,PERSONAL CARE,49.0,0
191,2013-01-06,1,PET SUPPLIES,0.0,0
192,2013-01-06,1,PLAYERS AND ELECTRONICS,0.0,0
193,2013-01-06,1,POULTRY,73.758,0
194,2013-01-06,1,PREPARED FOODS,25.0,0
195,2013-01-06,1,PRODUCE,0.0,0
196,2013-01-06,1,SCHOOL AND OFFICE SUPPLIES,0.0,0
197,2013-01-06,1,SEAFOOD,5.0,0
198,2013-01-07,1,AUTOMOTIVE,0.0,0
199,2013-01-07,1,BABY CARE,0.0,0
200,2013-01-07,1,BEAUTY,1.0,0
201,2013-01-07,1,BEVERAGES,1158.0,0
202,2013-01-07,1,BOOKS,0.0,0
203,2013-01-07,1,BREAD/BAKERY,309.676,0
204,2013-01-07,1,CELEBRATION,0.0,0
205,2013-01-07,1,CLEANING,829.0,0
206,2013-01-07,1,DAIRY,400.0,0
207,2013-01-07,1,DELI,113.235,0
208,2013-01-07,1,EGGS,157.0,0
209,2013-01-07,1,FROZEN FOODS,95.0,0
210,2013-01-07,1,GROCERY I,2262.0,0
211,2013-01-07,1,GROCERY II,20.0,0
212,2013-01-07,1,HARDWARE,0.0,0
213,2013-01-07,1,HOME AND KITCHEN I,0.0,0
214,2013-01-07,1,HOME AND KITCHEN II,0.0,0
215,2013-01-07,1,HOME APPLIANCES,0.0,0
216,2013-01-07,1,HOME CARE,0.0,0
217,2013-01-07,1,LADIESWEAR,0.0,0
218,2013-01-07,1,LAWN AND GARDEN,1.0,0
219,2013-01-07,1,LINGERIE,5.0,0
220,2013-01-07,1,"LIQUOR,WINE,BEER",109.0,0
221,2013-01-07,1,MAGAZINES,0.0,0
222,2013-01-07,1,MEATS,266.72,0
223,2013-01-07,1,PERSONAL CARE,154.0,0
224,2013-01-07,1,PET SUPPLIES,0.0,0
225,2013-01-07,1,PLAYERS AND ELECTRONICS,0.0,0
226,2013-01-07,1,POULTRY,218.293,0
227,2013-01-07,1,PREPARED FOODS,48.0,0
228,2013-01-07,1,PRODUCE,0.0,0
229,2013-01-07,1,SCHOOL AND OFFICE SUPPLIES,0.0,0
230,2013-01-07,1,SEAFOOD,4.0,0
231,2013-01-08,1,AUTOMOTIVE,2.0,0
232,2013-01-08,1,BABY CARE,0.0,0
233,2013-01-08,1,BEAUTY,3.0,0
234,2013-01-08,1,BEVERAGES,1029.0,0
235,2013-01-08,1,BOOKS,0.0,0
236,2013-01-08,1,BREAD/BAKERY,321.851,0
237,2013-01-08,1,CELEBRATION,0.0,0
238,2013-01-08,1,CLEANING,827.0,0
239,2013-01-08,1,DAIRY,384.0,0
240,2013-01-08,1,DELI,130.085,0
241,2013-01-08,1,EGGS,150.0,0
242,2013-01-08,1,FROZEN FOODS,84.0,0
243,2013-01-08,1,GROCERY I,1782.0,0
244,2013-01-08,1,GROCERY II,22.0,0
245,2013-01-08,1,HARDWARE,5.0,0
246,2013-01-08,1,HOME AND KITCHEN I,0.0,0
247,2013-01-08,1,HOME AND KITCHEN II,0.0,0
248,2013-01-08,1,HOME APPLIANCES,0.0,0
249,2013-01-08,1,HOME CARE,0.0,0
250,2013-01-08,1,LADIESWEAR,0.0,0
251,2013-01-08,1,LAWN AND GARDEN,3.0,0
252,2013-01-08,1,LINGERIE,19.0,0
253,2013-01-08,1,"LIQUOR,WINE,BEER",86.0,0
254,2013-01-08,1,MAGAZINES,0.0,0
255,2013-01-08,1,MEATS,393.51,0
256,2013-01-08,1,PERSONAL CARE,119.0,0
257,2013-01-08,1,PET SUPPLIES,0.0,0
258,2013-01-08,1,PLAYERS AND ELECTRONICS,0.0,0
259,2013-01-08,1,POULTRY,165.968,0
260,2013-01-08,1,PREPARED FOODS,40.0,0
261,2013-01-08,1,PRODUCE,0.0,0
262,2013-01-08,1,SCHOOL AND OFFICE SUPPLIES,0.0,0
263,2013-01-08,1,SEAFOOD,30.767,0
264,2013-01-09,1,AUTOMOTIVE,2.0,0
265,2013-01-09,1,BABY CARE,0.0,0
266,2013-01-09,1,BEAUTY,1.0,0
267,2013-01-09,1,BEVERAGES,1186.0,0
268,2013-01-09,1,BOOKS,0.0,0
269,2013-01-09,1,BREAD/BAKERY,298.582,0
270,2013-01-09,1,CELEBRATION,0.0,0
271,2013-01-09,1,CLEANING,906.0,0
272,2013-01-09,1,DAIRY,530.0,0
273,2013-01-09,1,DELI,147.149,0
274,2013-01-09,1,EGGS,171.0,0
275,2013-01-09,1,FROZEN FOODS,86.0,0
276,2013-01-09,1,GROCERY I,2429.0,0
277,2013-01-09,1,GROCERY II,56.0,0
278,2013-01-09,1,HARDWARE,2.0,0
279,2013-01-09,1,HOME AND KITCHEN I,0.0,0
280,2013-01-09,1,HOME AND KITCHEN II,0.0,0
281,2013-01-09,1,HOME APPLIANCES,0.0,0
282,2013-01-09,1,HOME CARE,0.0,0
283,2013-01-09,1,LADIESWEAR,0.0,0
284,2013-01-09,1,LAWN AND GARDEN,11.0,0
285,2013-01-09,1,LINGERIE,5.0,0
286,2013-01-09,1,"LIQUOR,WINE,BEER",104.0,0
287,2013-01-09,1,MAGAZINES,0.0,0
288,2013-01-09,1,MEATS,390.15298,0
289,2013-01-09,1,PERSONAL CARE,190.0,0
290,2013-01-09,1,PET SUPPLIES,0.0,0
291,2013-01-09,1,PLAYERS AND ELECTRONICS,0.0,0
292,2013-01-09,1,POULTRY,207.27501,0
293,2013-01-09,1,PREPARED FOODS,53.0,0
294,2013-01-09,1,PRODUCE,0.0,0
295,2013-01-09,1,SCHOOL AND OFFICE SUPPLIES,0.0,0
296,2013-01-09,1,SEAFOOD,33.42,0
297,2013-01-10,1,AUTOMOTIVE,2.0,0
298,2013-01-10,1,BABY CARE,0.0,0
299,2013-01-10,1,BEAUTY,3.0,0
300,2013-01-10,1,BEVERAGES,847.0,0
301,2013-01-10,1,BOOKS,0.0,0
302,2013-01-10,1,BREAD/BAKERY,303.515,0
303,2013-01-10,1,CELEBRATION,0.0,0
304,2013-01-10,1,CLEANING,683.0,0
305,2013-01-10,1,DAIRY,345.0,0
306,2013-01-10,1,DELI,123.893,0
307,2013-01-10,1,EGGS,117.0,0
308,2013-01-10,1,FROZEN FOODS,61.0,0
309,2013-01-10,1,GROCERY I,1544.0,0
310,2013-01-10,1,GROCERY II,39.0,0
311,2013-01-10,1,HARDWARE,4.0,0
312,2013-01-10,1,HOME AND KITCHEN I,0.0,0
313,2013-01-10,1,HOME AND KITCHEN II,0.0,0
314,2013-01-10,1,HOME APPLIANCES,0.0,0
315,2013-01-10,1,HOME CARE,0.0,0
316,2013-01-10,1,LADIESWEAR,0.0,0
317,2013-01-10,1,LAWN AND GARDEN,4.0,0
318,2013-01-10,1,LINGERIE,10.0,0
319,2013-01-10,1,"LIQUOR,WINE,BEER",67.0,0
320,2013-01-10,1,MAGAZINES,0.0,0
321,2013-01-10,1,MEATS,246.035,0
322,2013-01-10,1,PERSONAL CARE,110.0,0
323,2013-01-10,1,PET SUPPLIES,0.0,0
324,2013-01-10,1,PLAYERS AND ELECTRONICS,0.0,0
325,2013-01-10,1,POULTRY,156.072,0
326,2013-01-10,1,PREPARED FOODS,66.0,0
327,2013-01-10,1,PRODUCE,0.0,0
328,2013-01-10,1,SCHOOL AND OFFICE SUPPLIES,0.0,0
329,2013-01-10,1,SEAFOOD,26.2,0
330,2013-01-11,1,AUTOMOTIVE,3.0,0
331,2013-01-11,1,BABY CARE,0.0,0
332,2013-01-11,1,BEAUTY,2.0,0
333,2013-01-11,1,BEVERAGES,1033.0,0
334,2013-01-11,1,BOOKS,0.0,0
335,2013-01-11,1,BREAD/BAKERY,296.43298,0
336,2013-01-11,1,CELEBRATION,0.0,0
337,2013-01-11,1,CLEANING,664.0,0
338,2013-01-11,1,DAIRY,401.0,0
339,2013-01-11,1,DELI,131.703,0
340,2013-01-11,1,EGGS,148.0,0
341,2013-01-11,1,FROZEN FOODS,68.841,0
342,2013-01-11,1,GROCERY I,1750.0,0
343,2013-01-11,1,GROCERY II,27.0,0
344,2013-01-11,1,HARDWARE,2.0,0
345,2013-01-11,1,HOME AND KITCHEN I,0.0,0
346,2013-01-11,1,HOME AND KITCHEN II,0.0,0
347,2013-01-11,1,HOME APPLIANCES,0.0,0
348,2013-01-11,1,HOME CARE,0.0,0
349,2013-01-11,1,LADIESWEAR,0.0,0
350,2013-01-11,1,LAWN AND GARDEN,10.0,0
351,2013-01-11,1,LINGERIE,14.0,0
352,2013-01-11,1,"LIQUOR,WINE,BEER",130.0,0
353,2013-01-11,1,MAGAZINES,0.0,0
354,2013-01-11,1,MEATS,458.241,0
355,2013-01-11,1,PERSONAL CARE,81.0,0
356,2013-01-11,1,PET SUPPLIES,0.0,0
357,2013-01-11,1,PLAYERS AND ELECTRONICS,0.0,0
358,2013-01-11,1,POULTRY,179.567,0
359,2013-01-11,1,PREPARED FOODS,57.0,0
360,2013-01-11,1,PRODUCE,0.0,0
361,2013-01-11,1,SCHOOL AND OFFICE SUPPLIES,0.0,0
362,2013-01-11,1,SEAFOOD,37.231,0
363,2013-01-12,1,AUTOMOTIVE,2.0,0
364,2013-01-12,1,BABY CARE,0.0,0
365,2013-01-12,1,BEAUTY,0.0,0
366,2013-01-12,1,BEVERAGES,1143.0,0
367,2013-01-12,1,BOOKS,0.0,0
368,2013-01-12,1,BREAD/BAKERY,321.681,0
369,2013-01-12,1,CELEBRATION,0.0,0
370,2013-01-12,1,CLEANING,621.0,0
371,2013-01-12,1,DAIRY,404.0,0
372,2013-01-12,1,DELI,107.167,0
373,2013-01-12,1,EGGS,166.0,0
374,2013-01-12,1,FROZEN FOODS,83.905,0
375,2013-01-12,1,GROCERY I,1796.0,0
376,2013-01-12,1,GROCERY II,33.0,0
377,2013-01-12,1,HARDWARE,1.0,0
378,2013-01-12,1,HOME AND KITCHEN I,0.0,0
379,2013-01-12,1,HOME AND KITCHEN II,0.0,0
380,2013-01-12,1,HOME APPLIANCES,0.0,0
381,2013-01-12,1,HOME CARE,0.0,0
382,2013-01-12,1,LADIESWEAR,0.0,0
383,2013-01-12,1,LAWN AND GARDEN,0.0,0
384,2013-01-12,1,LINGERIE,8.0,0
385,2013-01-12,1,"LIQUOR,WINE,BEER",197.0,0
386,2013-01-12,1,MAGAZINES,0.0,0
387,2013-01-12,1,MEATS,260.07098,0
388,2013-01-12,1,PERSONAL CARE,103.0,0
389,2013-01-12,1,PET SUPPLIES,0.0,0
390,2013-01-12,1,PLAYERS AND ELECTRONICS,0.0,0
391,2013-01-12,1,POULTRY,140.046,0
392,2013-01-12,1,PREPARED FOODS,54.0,0
393,2013-01-12,1,PRODUCE,0.0,0
394,2013-01-12,1,SCHOOL AND OFFICE SUPPLIES,0.0,0
395,2013-01-12,1,SEAFOOD,26.913,0
396,2013-01-13,1,AUTOMOTIVE,2.0,0
397,2013-01-13,1,BABY CARE,0.0,0
398,2013-01-13,1,BEAUTY,0.0,0
399,2013-01-13,1,BEVERAGES,572.0,0
400,2013-01-13,1,BOOKS,0.0,0
401,2013-01-13,1,BREAD/BAKERY,151.22,0
402,2013-01-13,1,CELEBRATION,0.0,0
403,2013-01-13,1,CLEANING,270.0,0
404,2013-01-13,1,DAIRY,194.0,0
405,2013-01-13,1,DELI,41.126,0
406,2013-01-13,1,EGGS,98.0,0
407,2013-01-13,1,FROZEN FOODS,47.0,0
408,2013-01-13,1,GROCERY I,961.0,0
409,2013-01-13,1,GROCERY II,9.0,0
410,2013-01-13,1,HARDWARE,0.0,0
411,2013-01-13,1,HOME AND KITCHEN I,0.0,0
412,2013-01-13,1,HOME AND KITCHEN II,0.0,0
413,2013-01-13,1,HOME APPLIANCES,0.0,0
414,2013-01-13,1,HOME CARE,0.0,0
415,2013-01-13,1,LADIESWEAR,0.0,0
416,2013-01-13,1,LAWN AND GARDEN,6.0,0
417,2013-01-13,1,LINGERIE,10.0,0
418,2013-01-13,1,"LIQUOR,WINE,BEER",0.0,0
419,2013-01-13,1,MAGAZINES,0.0,0
420,2013-01-13,1,MEATS,131.269,0
421,2013-01-13,1,PERSONAL CARE,61.0,0
422,2013-01-13,1,PET SUPPLIES,0.0,0
423,2013-01-13,1,PLAYERS AND ELECTRONICS,0.0,0
424,2013-01-13,1,POULTRY,88.117004,0
425,2013-01-13,1,PREPARED FOODS,38.0,0
426,2013-01-13,1,PRODUCE,0.0,0
427,2013-01-13,1,SCHOOL AND OFFICE SUPPLIES,0.0,0
428,2013-01-13,1,SEAFOOD,14.146,0
429,2013-01-14,1,AUTOMOTIVE,2.0,0
430,2013-01-14,1,BABY CARE,0.0,0
431,2013-01-14,1,BEAUTY,2.0,0
432,2013-01-14,1,BEVERAGES,1178.0,0
433,2013-01-14,1,BOOKS,0.0,0
434,2013-01-14,1,BREAD/BAKERY,281.286,0
435,2013-01-14,1,CELEBRATION,0.0,0
436,2013-01-14,1,CLEANING,692.0,0
437,2013-01-14,1,DAIRY,411.0,0
438,2013-01-14,1,DELI,144.155,0
439,2013-01-14,1,EGGS,143.0,0
440,2013-01-14,1,FROZEN FOODS,78.15,0
441,2013-01-14,1,GROCERY I,1902.0,0
442,2013-01-14,1,GROCERY II,19.0,0
443,2013-01-14,1,HARDWARE,1.0,0
444,2013-01-14,1,HOME AND KITCHEN I,0.0,0
445,2013-01-14,1,HOME AND KITCHEN II,0.0,0
446,2013-01-14,1,HOME APPLIANCES,0.0,0
447,2013-01-14,1,HOME CARE,0.0,0
448,2013-01-14,1,LADIESWEAR,0.0,0
449,2013-01-14,1,LAWN AND GARDEN,4.0,0
450,2013-01-14,1,LINGERIE,12.0,0
451,2013-01-14,1,"LIQUOR,WINE,BEER",94.0,0
452,2013-01-14,1,MAGAZINES,0.0,0
453,2013-01-14,1,MEATS,311.573,0
454,2013-01-14,1,PERSONAL CARE,84.0,0
455,2013-01-14,1,PET SUPPLIES,0.0,0
456,2013-01-14,1,PLAYERS AND ELECTRONICS,0.0,0
457,2013-01-14,1,POULTRY,195.12401,0
458,2013-01-14,1,PREPARED FOODS,64.0,0
459,2013-01-14,1,PRODUCE,0.0,0
460,2013-01-14,1,SCHOOL AND OFFICE SUPPLIES,0.0,0
461,2013-01-14,1,SEAFOOD,33.397,0
462,2013-01-15,1,AUTOMOTIVE,1.0,0
463,2013-01-15,1,BABY CARE,0.0,0
464,2013-01-15,1,BEAUTY,0.0,0
465,2013-01-15,1,BEVERAGES,1149.0,0
466,2013-01-15,1,BOOKS,0.0,0
467,2013-01-15,1,BREAD/BAKERY,285.612,0
468,2013-01-15,1,CELEBRATION,0.0,0
469,2013-01-15,1,CLEANING,686.0,0
470,2013-01-15,1,DAIRY,357.0,0
471,2013-01-15,1,DELI,100.801,0
472,2013-01-15,1,EGGS,136.0,0
473,2013-01-15,1,FROZEN FOODS,47.0,0
474,2013-01-15,1,GROCERY I,1671.0,0
475,2013-01-15,1,GROCERY II,30.0,0
476,2013-01-15,1,HARDWARE,1.0,0
477,2013-01-15,1,HOME AND KITCHEN I,0.0,0
478,2013-01-15,1,HOME AND KITCHEN II,0.0,0
479,2013-01-15,1,HOME APPLIANCES,0.0,0
480,2013-01-15,1,HOME CARE,0.0,0
481,2013-01-15,1,LADIESWEAR,0.0,0
482,2013-01-15,1,LAWN AND GARDEN,7.0,0
483,2013-01-15,1,LINGERIE,18.0,0
484,2013-01-15,1,"LIQUOR,WINE,BEER",64.0,0
485,2013-01-15,1,MAGAZINES,0.0,0
486,2013-01-15,1,MEATS,287.346,0
487,2013-01-15,1,PERSONAL CARE,95.0,0
488,2013-01-15,1,PET SUPPLIES,0.0,0
489,2013-01-15,1,PLAYERS AND ELECTRONICS,0.0,0
490,2013-01-15,1,POULTRY,184.33,0
491,2013-01-15,1,PREPARED FOODS,61.0,0
492,2013-01-15,1,PRODUCE,0.0,0
493,2013-01-15,1,SCHOOL AND OFFICE SUPPLIES,0.0,0
494,2013-01-15,1,SEAFOOD,23.085,0
495,2013-01-16,1,AUTOMOTIVE,1.0,0
496,2013-01-16,1,BABY CARE,0.0,0
497,2013-01-16,1,BEAUTY,2.0,0
498,2013-01-16,1,BEVERAGES,1043.0,0
499,2013-01-16,1,BOOKS,0.0,0
500,2013-01-16,1,BREAD/BAKERY,386.158,0
501,2013-01-16,1,CELEBRATION,0.0,0
502,2013-01-16,1,CLEANING,980.0,0
503,2013-01-16,1,DAIRY,519.0,0
504,2013-01-16,1,DELI,116.265,0
505,2013-01-16,1,EGGS,207.0,0
506,2013-01-16,1,FROZEN FOODS,102.0,0
507,2013-01-16,1,GROCERY I,2387.0,0
508,2013-01-16,1,GROCERY II,35.0,0
509,2013-01-16,1,HARDWARE,8.0,0
510,2013-01-16,1,HOME AND KITCHEN I,0.0,0
511,2013-01-16,1,HOME AND KITCHEN II,0.0,0
512,2013-01-16,1,HOME APPLIANCES,0.0,0
513,2013-01-16,1,HOME CARE,0.0,0
514,2013-01-16,1,LADIESWEAR,0.0,0
515,2013-01-16,1,LAWN AND GARDEN,11.0,0
516,2013-01-16,1,LINGERIE,17.0,0
517,2013-01-16,1,"LIQUOR,WINE,BEER",79.0,0
518,2013-01-16,1,MAGAZINES,0.0,0
519,2013-01-16,1,MEATS,369.492,0
520,2013-01-16,1,PERSONAL CARE,118.0,0
521,2013-01-16,1,PET SUPPLIES,0.0,0
522,2013-01-16,1,PLAYERS AND ELECTRONICS,0.0,0
523,2013-01-16,1,POULTRY,225.768,0
524,2013-01-16,1,PREPARED FOODS,89.0,0
525,2013-01-16,1,PRODUCE,0.0,0
526,2013-01-16,1,SCHOOL AND OFFICE SUPPLIES,0.0,0
527,2013-01-16,1,SEAFOOD,37.913002,0
528,2013-01-17,1,AUTOMOTIVE,1.0,0
529,2013-01-17,1,BABY CARE,0.0,0
530,2013-01-17,1,BEAUTY,2.0,0
531,2013-01-17,1,BEVERAGES,898.0,0
532,2013-01-17,1,BOOKS,0.0,0
